"상가업소번호","상호명","지점명","상권업종대분류코드","상권업종대분류명","상권업종중분류코드","상권업종중분류명","상권업종소분류코드","상권업종소분류명","표준산업분류코드","표준산업분류명","시도코드","시도명","시군구코드","시군구명","행정동코드","행정동명","법정동코드","법정동명","지번코드","대지구분코드","대지구분명","지번본번지","지번부번지","지번주소","도로명코드","도로명","건물본번지","건물부번지","건물관리번호","건물명","도로명주소","구우편번호","신우편번호","동정보","층정보","호정보","경도","위도"
"MA010120220814303779","세종늘푸름공인중개사사무소","","L1","부동산","L102","부동산 서비스","L10203","부동산 중개/대리업","L68221","부동산 중개 및 대리업","36","세종특별자치시","36110","세종특별자치시","36110555","소담동","3611010200","소담동","3611010200105210000","1","대지",521,,"세종특별자치시 세종특별자치시 소담동 521","361103351216","세종특별자치시 세종특별자치시 국책연구원1로",15,,"3611010200103250000000001","새샘마을중흥에스클래스리버뷰9단지","세종특별자치시 세종특별자치시 국책연구원1로 15","339010","30147","","","",127.299849748523,36.4910399378629
"MA010120220805886704","노이","","I2","음식","I212","비알코올 ","I21201","카페","I56221","커피 전문점","36","세종특별자치시","36110","세종특별자치시","36110556","반곡동","3611010100","반곡동","3611010100108500000","1","대지",850,,"세종특별자치시 세종특별자치시 반곡동 850","361102348105","세종특별자치시 세종특별자치시 시청대로",370,,"3611010100107360000000001","지하","세종특별자치시 세종특별자치시 시청대로 370","339007","30147","","1","",127.304544787694,36.4958402172253
"MA010120220812413171","유스트","","G2","소매","G215","의약·화장품 소매","G21503","화장품 소매업","G47813","화장품; 비누 및 방향제 소매업","36","세종특별자치시","36110","세종특별자치시","36110518","나성동","3611010700","나성동","3611010700107650000","1","대지",765,,"세종특별자치시 세종특별자치시 나성동 765","361102000002","세종특별자치시 세종특별자치시 한누리대로",284,,"3611010700103610069000002","마들렌","세종특별자치시 세종특별자치시 한누리대로 284","339003","30128","","","",127.257211730729,36.4895534336288
"MA010120220805906290","유진문화사주","","M1","과학·기술","M114","인쇄·제품제작","M11401","명함/간판/광고물 제작","C18111","경 인쇄업","36","세종특별자치시","36110","세종특별자치시","36110556","반곡동","3611010100","반곡동","3611010100108360000","1","대지",836,,"세종특별자치시 세종특별자치시 반곡동 836","361103351245","세종특별자치시 세종특별자치시 국책연구원2로",18,,"3611010100103080000000001","알파타워","세종특별자치시 세종특별자치시 국책연구원2로 18","339007","30147","","","",127.301611796272,36.4907020690608
"MA010120220805875429","산내들","","I2","음식","I201","한식","I20107","돼지고기 구이/찜","I56113","한식 육류 요리 전문점","36","세종특별자치시","36110","세종특별자치시","36110360","연서면","3611036024","연서면","3611036024104050005","1","대지",405,5,"세종특별자치시 세종특별자치시 연서면 고복리 405-5","361103015019","세종특별자치시 세종특별자치시 연서면 도신고복로",979,7,"4473032024104050005019431","","세종특별자치시 세종특별자치시 연서면 도신고복로 979-7","339811","30042","","","",127.250015156487,36.6080246847829
"MA010120220806218625","대림굿모닝공인중개사사무소","","L1","부동산","L102","부동산 서비스","L10203","부동산 중개/대리업","L68221","부동산 중개 및 대리업","36","세종특별자치시","36110","세종특별자치시","36110580","다정동","3611010900","다정동","3611010900109640000","1","대지",964,,"세종특별자치시 세종특별자치시 다정동 964","361103351284","세종특별자치시 세종특별자치시 다정중앙로",19,,"3611010900103630208000001","가온마을4단지","세종특별자치시 세종특별자치시 다정중앙로 19","339004","30124","","","",127.248716433244,36.4923199733456
"MA010120220812847930","지니스소담동주민센터앞점","","G2","소매","G216","안경·정밀기기 소매","G21602","안경렌즈 소매업","G47822","안경 및 렌즈 소매업","36","세종특별자치시","36110","세종특별자치시","36110555","소담동","3611010200","소담동","3611010200105410000","1","대지",541,,"세종특별자치시 세종특별자치시 소담동 541","361102000002","세종특별자치시 세종특별자치시 한누리대로",2016,,"3611010200100090182000001","타임빌딩","세종특별자치시 세종특별자치시 한누리대로 2016","339010","30151","","1","",127.299636837526,36.4850207475633
"MA010120220800370421","샤브쌈주머니","","I2","음식","I201","한식","I20105","국수/칼국수","I56111","한식 일반 음식점업","36","세종특별자치시","36110","세종특별자치시","36110530","아름동","3611011300","아름동","3611011300113100000","1","대지",1310,,"세종특별자치시 세종특별자치시 아름동 1310","361103000189","세종특별자치시 세종특별자치시 세종로",1234,12,"3611011300113100000000001","하나타워","세종특별자치시 세종특별자치시 세종로 1234-12","339011","30100","","3","",127.242663651709,36.5125994248165
"MA010120220806889100","뷰티에반하다","","S2","수리·개인","S207","이용·미용","S20702","피부 관리실","S96113","피부 미용업","36","세종특별자치시","36110","세종특별자치시","36110520","도담동","3611011400","도담동","3611011400106530000","1","대지",653,,"세종특별자치시 세종특별자치시 도담동 653","361103258114","세종특별자치시 세종특별자치시 보듬4로",9,,"3611011400106530000000001","도램마을반도유보라11단지","세종특별자치시 세종특별자치시 보듬4로 9","339006","30098","","2","",127.260705775683,36.5131200741657
"MA010120220805377513","루떼","","I2","음식","I212","비알코올 ","I21201","카페","I56221","커피 전문점","36","세종특별자치시","36110","세종특별자치시","36110530","아름동","3611011300","아름동","3611011300111770000","1","대지",1177,,"세종특별자치시 세종특별자치시 아름동 1177","361103258103","세종특별자치시 세종특별자치시 달빛로",226,,"3611011300100630005000001","","세종특별자치시 세종특별자치시 달빛로 226","339011","30100","","","",127.252664232146,36.518850689513
"MA010120220805884035","세종365공인중개사사무소","","L1","부동산","L102","부동산 서비스","L10203","부동산 중개/대리업","L68221","부동산 중개 및 대리업","36","세종특별자치시","36110","세종특별자치시","36110515","새롬동","3611010800","새롬동","3611010800105800000","1","대지",580,,"세종특별자치시 세종특별자치시 새롬동 580","361103351283","세종특별자치시 세종특별자치시 새롬중앙로",67,,"3611010800103050002000001","오렌지빌딩","세종특별자치시 세종특별자치시 새롬중앙로 67","339009","30126","","","",127.250227987985,36.4868918458272
"MA010120220806252542","메이트앤어쏘시에이츠","","M1","과학·기술","M107","본사·경영 컨설팅","M10703","경영 컨설팅업","M71531","경영 컨설팅업","36","세종특별자치시","36110","세종특별자치시","36110518","나성동","3611010700","나성동","3611010700107580000","1","대지",758,,"세종특별자치시 세종특별자치시 나성동 758","361102000002","세종특별자치시 세종특별자치시 한누리대로",312,,"3611010700103610087000001","노블비즈니스타운","세종특별자치시 세종특별자치시 한누리대로 312","339003","30128","","","",127.256818411838,36.4921135667278
"MA010120220805058873","뽑기놀이터","","R1","예술·스포츠","R104","유원지·오락","R10405","기타 오락장","R91229","기타 오락장 운영업","36","세종특별자치시","36110","세종특별자치시","36110518","나성동","3611010700","나성동","3611010700108210000","1","대지",821,,"세종특별자치시 세종특별자치시 나성동 821","361103351277","세종특별자치시 세종특별자치시 나성로",38,,"3611010700102060000000001","세종가로수","세종특별자치시 세종특별자치시 나성로 38","339003","30129","","5","",127.263753403522,36.4834833743255
"MA010120220807943087","일미정웰빙한우가든","","I2","음식","I201","한식","I20108","소고기 구이/찜","I56113","한식 육류 요리 전문점","36","세종특별자치시","36110","세종특별자치시","36110370","전의면","3611037026","전의면","3611037026104660000","1","대지",466,,"세종특별자치시 세종특별자치시 전의면 유천리 466","361104574084","세종특별자치시 세종특별자치시 전의면 다운내길",24,,"4473035026104660000003795","","세종특별자치시 세종특별자치시 전의면 다운내길 24","339851","30005","","","",127.179161618716,36.6851272020707
"MA010120220808597400","세븐일레븐세종여고점","","G2","소매","G204","종합 소매","G20405","편의점","G47122","체인화 편의점","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025034","조치원읍","3611025034101400009","1","대지",140,9,"세종특별자치시 세종특별자치시 조치원읍 서창리 140-9","361103258011","세종특별자치시 세종특별자치시 조치원읍 봉산로",11,,"4473025034101400009036572","","세종특별자치시 세종특별자치시 조치원읍 봉산로 11","339806","30019","","1","",127.288760629882,36.6063240624064
"MA010120220808094395","카페허니에센스","","I2","음식","I212","비알코올 ","I21201","카페","I56221","커피 전문점","36","세종특별자치시","36110","세종특별자치시","36110515","새롬동","3611010800","새롬동","3611010800105740000","1","대지",574,,"세종특별자치시 세종특별자치시 새롬동 574","361103351283","세종특별자치시 세종특별자치시 새롬중앙로",34,,"3611010800103410074000001","크리스마스빌딩","세종특별자치시 세종특별자치시 새롬중앙로 34","339009","30127","","2","",127.252497166183,36.4845981246918
"MA010120220809305133","루몽","","G2","소매","G209","섬유·의복·신발 소매","G20907","액세서리/잡화 소매업","G47422","의복 액세서리 및 모조 장신구 소매업","36","세종특별자치시","36110","세종특별자치시","36110515","새롬동","3611010800","새롬동","3611010800105790000","1","대지",579,,"세종특별자치시 세종특별자치시 새롬동 579","361103351283","세종특별자치시 세종특별자치시 새롬중앙로",62,15,"3611010800200190000000001","해피라움W","세종특별자치시 세종특별자치시 새롬중앙로 62-15","339009","30127","","1","",127.251232489514,36.4869257814145
"MA010120220803054587","라이프디자인교육연구소","","P1","교육","P107","교육 지원","P10701","교육컨설팅업","M71531","경영 컨설팅업","36","세종특별자치시","36110","세종특별자치시","36110370","전의면","3611037032","전의면","3611037032101980003","1","대지",198,3,"세종특별자치시 세종특별자치시 전의면 양곡리 198-3","361104574002","세종특별자치시 세종특별자치시 전의면 가느실길",18,42,"3611037032101980003000001","","세종특별자치시 세종특별자치시 전의면 가느실길 18-42","339852","30007","","","",127.182671654902,36.6411916723617
"MA010120220806339407","커피디","","I2","음식","I212","비알코올 ","I21201","카페","I56221","커피 전문점","36","세종특별자치시","36110","세종특별자치시","36110340","금남면","3611034038","금남면","3611034038101380006","1","대지",138,6,"세종특별자치시 세종특별자치시 금남면 신촌리 138-6","361103000098","세종특별자치시 세종특별자치시 금남면 금남구즉로",60,,"3611034038101380006000001","","세종특별자치시 세종특별자치시 금남면 금남구즉로 60","339835","30083","","2","",127.286330046569,36.4716622086529
"MA010120220805871785","독립자동차정비공장","","S2","수리·개인","S203","자동차 수리·세차","S20301","자동차 정비소","S95212","자동차 전문 수리업","36","세종특별자치시","36110","세종특별자치시","36110310","연기면","3611031021","연기면","3611031021105090003","1","대지",509,3,"세종특별자치시 세종특별자치시 연기면 연기리 509-3","361103258005","세종특별자치시 세종특별자치시 연기면 당산로",207,,"4473033021105090003018421","","세종특별자치시 세종특별자치시 연기면 당산로 207","339824","30058","","","",127.277856714629,36.5515694868522
"MA010120220805875802","지오션","","G2","소매","G213","오락용품 소매","G21304","운동용품 소매업","G47631","운동 및 경기용품 소매업","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025031","조치원읍","3611025031100560002","1","대지",56,2,"세종특별자치시 세종특별자치시 조치원읍 번암리 56-2","361103258038","세종특별자치시 세종특별자치시 조치원읍 허만석로",68,5,"4473025031100530006033919","호","세종특별자치시 세종특별자치시 조치원읍 허만석로 68-5","339804","30036","","","",127.298041580385,36.5870168151313
"MA010120220813063179","용골농장건강원","","G2","소매","G205","식료품 소매","G20508","건강보조식품 소매업","C10796","건강 보조용 액화식품 제조업","36","세종특별자치시","36110","세종특별자치시","36110350","장군면","3611035027","장군면","3611035027101240002","1","대지",124,2,"세종특별자치시 세종특별자치시 장군면 은용리 124-2","361104574633","세종특별자치시 세종특별자치시 장군면 산학리길",37,,"4415035032101240002017082","","세종특별자치시 세종특별자치시 장군면 산학리길 37","339913","30054","","1","",127.218742042179,36.493469090531
"MA010120220814024535","세븐일레븐세종럭키세븐점","","G2","소매","G204","종합 소매","G20405","편의점","G47122","체인화 편의점","36","세종특별자치시","36110","세종특별자치시","36110330","부강면","3611033021","부강면","3611033021104270006","1","대지",427,6,"세종특별자치시 세종특별자치시 부강면 부강리 427-6","361104574717","세종특별자치시 세종특별자치시 부강면 부강3길",25,,"4371038021004270006030247","","세종특별자치시 세종특별자치시 부강면 부강3길 25","339941","30076","","","",127.363854165762,36.5289986546544
"MA010120220808290585","대도II노래연습장","","R1","예술·스포츠","R104","유원지·오락","R10407","노래방","R91223","노래 연습장 운영업","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025024","조치원읍","3611025024100220010","1","대지",22,10,"세종특별자치시 세종특별자치시 조치원읍 교리 22-10","361104574255","세종특별자치시 세종특별자치시 조치원읍 새내12길",31,,"4473025024100220010034243","","세종특별자치시 세종특별자치시 조치원읍 새내12길 31","339801","30024","","","",127.299699701213,36.6025843625944
"MA010120220811950815","세종한글디자인","","N1","시설관리·임대","N108","기타 사업 서비스","N10802","전시/컨벤션/행사 대행 서비스업","N75992","전시; 컨벤션 및 행사 대행업","36","세종특별자치시","36110","세종특별자치시","36110360","연서면","3611036025","연서면","3611036025102070004","1","대지",207,4,"세종특별자치시 세종특별자치시 연서면 용암리 207-4","361103015019","세종특별자치시 세종특별자치시 연서면 도신고복로",581,,"4473032025102070004022466","","세종특별자치시 세종특별자치시 연서면 도신고복로 581","339811","30042","","","",127.226831567414,36.5997805748783
"MA010120220807940040","신안공인중개사사무소","","L1","부동산","L102","부동산 서비스","L10203","부동산 중개/대리업","L68221","부동산 중개 및 대리업","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025032","조치원읍","3611025032102470007","1","대지",247,7,"세종특별자치시 세종특별자치시 조치원읍 신안리 247-7","361103000195","세종특별자치시 세종특별자치시 조치원읍 운주산로",70,,"4473025032102470007041477","","세종특별자치시 세종특별자치시 조치원읍 운주산로 70","339886","30016","","","",127.288511340455,36.6354133574107
"MA010120220810303140","천우공인중개사사무소","","L1","부동산","L102","부동산 서비스","L10203","부동산 중개/대리업","L68221","부동산 중개 및 대리업","36","세종특별자치시","36110","세종특별자치시","36110530","아름동","3611011300","아름동","3611011300112930000","1","대지",1293,,"세종특별자치시 세종특별자치시 아름동 1293","361103258090","세종특별자치시 세종특별자치시 보듬3로",92,,"3611011300200390000000001","해피라움2","세종특별자치시 세종특별자치시 보듬3로 92","339011","30100","","","",127.24947123446,36.5119095170718
"MA010120220809865747","더블유티메소드","세종점","S2","수리·개인","S207","이용·미용","S20701","미용실","S96112","두발 미용업","36","세종특별자치시","36110","세종특별자치시","36110560","보람동","3611010300","보람동","3611010300107550000","1","대지",755,,"세종특별자치시 세종특별자치시 보람동 755","361103350794","세종특별자치시 세종특별자치시 호려울로",9,,"3611010300107000074000001","네이버타워","세종특별자치시 세종특별자치시 호려울로 9","339008","30150","","","",127.288246963015,36.4770915816725
"MA010120220805868568","나산상사","","G2","소매","G210","철물·건설자재 소매","G21003","건설/건축자재 소매업","G47519","페인트; 창호 및 기타 건설자재 소매업","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025027","조치원읍","3611025027100550001","1","대지",55,1,"세종특별자치시 세종특별자치시 조치원읍 남리 55-1","361103258013","세종특별자치시 세종특별자치시 조치원읍 새내로",56,,"4473025027100560001039315","","세종특별자치시 세종특별자치시 조치원읍 새내로 56","339802","30027","","","",127.299085296935,36.5968726809822
"MA010120220804786412","시민공인중개사사무소","","L1","부동산","L102","부동산 서비스","L10203","부동산 중개/대리업","L68221","부동산 중개 및 대리업","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025029","조치원읍","3611025029103980000","1","대지",398,,"세종특별자치시 세종특별자치시 조치원읍 신흥리 398","361103258007","세종특별자치시 세종특별자치시 조치원읍 도원1로",16,,"4473025029103980000041220","신흥대우푸르지오","세종특별자치시 세종특별자치시 조치원읍 도원1로 16","339759","30032","","1","",127.289891241238,36.5918490104872
"MA010120220813366833","한걸음","","M1","과학·기술","M114","인쇄·제품제작","M11401","명함/간판/광고물 제작","C18111","경 인쇄업","36","세종특별자치시","36110","세종특별자치시","36110360","연서면","3611036033","연서면","3611036033101970002","1","대지",197,2,"세종특별자치시 세종특별자치시 연서면 봉암리 197-2","361103258005","세종특별자치시 세종특별자치시 연서면 당산로",330,,"3611036033101970002000001","","세종특별자치시 세종특별자치시 연서면 당산로 330","339813","30047","","","",127.281844642061,36.5609410633954
"MA010120220805895638","서울종합가구","","G2","소매","G211","가구 소매","G21101","가구 소매업","G47520","가구 소매업","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025026","조치원읍","3611025026100060000","1","대지",6,,"세종특별자치시 세종특별자치시 조치원읍 명리 6","361104574453","세종특별자치시 세종특별자치시 조치원읍 장안1길",13,,"4473025026100060000033940","","세종특별자치시 세종특별자치시 조치원읍 장안1길 13","339803","30026","","","",127.30211736119,36.6006227861825
"MA010120220809296983","이지더휠앤스키","","G2","소매","G213","오락용품 소매","G21304","운동용품 소매업","G47631","운동 및 경기용품 소매업","36","세종특별자치시","36110","세종특별자치시","36110523","어진동","3611011000","어진동","3611011000106570000","1","대지",657,,"세종특별자치시 세종특별자치시 어진동 657","361103258074","세종특별자치시 세종특별자치시 가름로",232,,"3611011000106570000000001","세종비지니스센터","세종특별자치시 세종특별자치시 가름로 232","339012","30121","","","",127.264910667014,36.4956193959394
"MA010120220805888237","허약국","","G2","소매","G215","의약·화장품 소매","G21501","약국","G47811","의약품 및 의료용품 소매업","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025022","조치원읍","3611025022101410000","1","대지",141,,"세종특별자치시 세종특별자치시 조치원읍 상리 141","361103258031","세종특별자치시 세종특별자치시 조치원읍 조치원로",42,2,"4473025022101410000034173","","세종특별자치시 세종특별자치시 조치원읍 조치원로 42-2","339881","30026","","","",127.301763163967,36.6015068000774
"MA010120220802960298","로얄모텔","","I1","숙박","I101","일반 숙박","I10102","여관/모텔","I55102","여관업","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025032","조치원읍","3611025032101720014","1","대지",172,14,"세종특별자치시 세종특별자치시 조치원읍 신안리 172-14","361104574363","세종특별자치시 세종특별자치시 조치원읍 안터1길",1,,"4473025032101720014034087","","세종특별자치시 세종특별자치시 조치원읍 안터1길 1","339886","30016","","","",127.288263588039,36.6259340150484
"MA010120220812890362","블럭노리","","N1","시설관리·임대","N110","가정용품 대여","N11001","스포츠/레크리에이션 용품 대여업","N76210","스포츠 및 레크리에이션 용품 임대업","36","세종특별자치시","36110","세종특별자치시","36110550","고운동","3611011200","고운동","3611011200117150000","1","대지",1715,,"세종특별자치시 세종특별자치시 고운동 1715","361104853496","세종특별자치시 세종특별자치시 고운서길",16,,"3611011200117150000000001","에이스프라자","세종특별자치시 세종특별자치시 고운서길 16","339002","30063","","","",127.234661566629,36.5059378783333
"MA010120220805270185","짬뽕지존","세종점","I2","음식","I202","중식","I20201","중국집","I56121","중식 음식점업","36","세종특별자치시","36110","세종특별자치시","36110580","다정동","3611010900","다정동","3611010900107030000","1","대지",703,,"세종특별자치시 세종특별자치시 다정동 703","361104853198","세종특별자치시 세종특별자치시 다정5길",21,,"3611010900104050000000001","","세종특별자치시 세종특별자치시 다정5길 21","339004","30125","","1","",127.236772874544,36.4991209700987
"MA010120220810228482","키스","","I2","음식","I211","주점","I21104","요리 주점","I56219","기타 주점업","36","세종특별자치시","36110","세종특별자치시","36110350","장군면","3611035021","장군면","3611035021101690001","1","대지",169,1,"세종특별자치시 세종특별자치시 장군면 도계리 169-1","361103251037","세종특별자치시 세종특별자치시 장군면 장척로",400,,"4415035021101690001016300","","세종특별자치시 세종특별자치시 장군면 장척로 400","339913","30053","","","",127.20522405551,36.4968724473137
"MA010120220806207882","코인인테리어","","M1","과학·기술","M112","전문 디자인","M11201","인테리어 디자인업","F42412","도배; 실내 장식 및 내장 목공사업","36","세종특별자치시","36110","세종특별자치시","36110523","어진동","3611011000","어진동","3611011000106710000","1","대지",671,,"세종특별자치시 세종특별자치시 어진동 671","361103258073","세종특별자치시 세종특별자치시 갈매로",351,,"3611011000106710000000001","에비뉴힐","세종특별자치시 세종특별자치시 갈매로 351","339012","30121","","","",127.262163280567,36.4951027937534
"MA010120220809237159","초이스네일","","S2","수리·개인","S207","이용·미용","S20703","네일숍","S96119","기타 미용업","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025028","조치원읍","3611025028102780010","1","대지",278,10,"세종특별자치시 세종특별자치시 조치원읍 침산리 278-10","361104574156","세종특별자치시 세종특별자치시 조치원읍 문화1길",16,,"3611025028102780010000001","","세종특별자치시 세종특별자치시 조치원읍 문화1길 16","339887","30020","","","",127.289522273474,36.6007711967099
"MA010120220803203009","AL인사노무컨설팅","","M1","과학·기술","M103","법무관련 ","M10307","공인노무사","M71109","기타 법무관련 서비스업","36","세종특별자치시","36110","세종특별자치시","36110518","나성동","3611010700","나성동","3611010700107680000","1","대지",768,,"세종특별자치시 세종특별자치시 나성동 768","361102000002","세종특별자치시 세종특별자치시 한누리대로",234,,"3611010700104180000000001","르네상스","세종특별자치시 세종특별자치시 한누리대로 234","339003","30128","","8","",127.25911820114,36.4856202622605
"MA010120220804357912","루체","","G2","소매","G209","섬유·의복·신발 소매","G20905","기타 의류 소매업","G47414","셔츠 및 블라우스 소매업","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025021","조치원읍","3611025021100060010","1","대지",6,10,"세종특별자치시 세종특별자치시 조치원읍 원리 6-10","361104574469","세종특별자치시 세종특별자치시 조치원읍 조치원4길",5,,"3611025021100060010000001","","세종특별자치시 세종특별자치시 조치원읍 조치원4길 5","339883","30027","","","",127.298788745728,36.601117792865
"MA010120220808102569","세미보청기센터","","G2","소매","G215","의약·화장품 소매","G21502","의료기기 소매업","G47812","의료용 기구 소매업","36","세종특별자치시","36110","세종특별자치시","36110556","반곡동","3611010100","반곡동","3611010100108650000","1","대지",865,,"세종특별자치시 세종특별자치시 반곡동 865","361102000002","세종특별자치시 세종특별자치시 한누리대로",1824,,"3611010100100490013000001","","세종특별자치시 세종특별자치시 한누리대로 1824","339007","30146","","","",127.312132262558,36.4980915189802
"MA010120220801571340","또바기검은콩수제비.칼국수","","I2","음식","I201","한식","I20105","국수/칼국수","I56112","한식 면 요리 전문점","36","세종특별자치시","36110","세종특별자치시","36110560","보람동","3611010300","보람동","3611010300107210000","1","대지",721,,"세종특별자치시 세종특별자치시 보람동 721","361102000002","세종특별자치시 세종특별자치시 한누리대로",2144,,"3611010300106270005000001","스마트허브Ⅱ","세종특별자치시 세종특별자치시 한누리대로 2144","339008","30151","","2","",127.28796311288,36.4787864444893
"MA010120220814250848","사랑방미용실","","S2","수리·개인","S207","이용·미용","S20701","미용실","S96112","두발 미용업","36","세종특별자치시","36110","세종특별자치시","36110515","새롬동","3611010800","새롬동","3611010800106070000","1","대지",607,,"세종특별자치시 세종특별자치시 새롬동 607","361103351283","세종특별자치시 세종특별자치시 새롬중앙로",20,,"3611010800103410042000001","새뜸마을8단지","세종특별자치시 세종특별자치시 새롬중앙로 20","339009","30127","","1","",127.253699190048,36.4836133128189
"MA010120220804405093","만점스터디카페","","R1","예술·스포츠","R102","도서관·사적지","R10202","독서실/스터디 카페","R90212","독서실 운영업","36","세종특별자치시","36110","세종특별자치시","36110530","아름동","3611011300","아름동","3611011300113440000","1","대지",1344,,"세종특별자치시 세종특별자치시 아름동 1344","361103258104","세종특별자치시 세종특별자치시 달빛1로",131,,"3611011300113440000000001","아름씨티","세종특별자치시 세종특별자치시 달빛1로 131","339011","30100","","6","",127.245918612847,36.5110788203223
"MA010120220800067961","한국의지보조기학회","","N1","시설관리·임대","N108","기타 사업 서비스","N10802","전시/컨벤션/행사 대행 서비스업","N75992","전시; 컨벤션 및 행사 대행업","36","세종특별자치시","36110","세종특별자치시","36110520","도담동","3611011400","도담동","3611011400104070000","1","대지",407,,"세종특별자치시 세종특별자치시 도담동 407","361103258117","세종특별자치시 세종특별자치시 보듬7로",20,,"3611011400104070000000001","재활의학과의국세종충남대학교병원","세종특별자치시 세종특별자치시 보듬7로 20","339006","30099","","9","",127.257947245099,36.5195152466461
"MA010120220803106776","이노켐","","N1","시설관리·임대","N101","시설관리","N10101","사업시설 유지·관리 서비스업","N74100","사업시설 유지ㆍ관리 서비스업","36","세종특별자치시","36110","세종특별자치시","36110380","전동면","3611038023","전동면","3611038023101670008","1","대지",167,8,"세종특별자치시 세종특별자치시 전동면 청송리 167-8","361104574179","세종특별자치시 세종특별자치시 전동면 배일길",31,,"4473036023101670006005810","","세종특별자치시 세종특별자치시 전동면 배일길 31","339841","30010","","","",127.253248477657,36.6670421934111
"MA010120220805145802","금강이엔지","","M1","과학·기술","M109","기술 서비스","M10903","건물 및 토목 엔지니어링 서비스업","M72121","건물 및 토목 엔지니어링 서비스업","36","세종특별자치시","36110","세종특별자치시","36110560","보람동","3611010300","보람동","3611010300107050000","1","대지",705,,"세종특별자치시 세종특별자치시 보람동 705","361102348105","세종특별자치시 세종특별자치시 시청대로",127,,"3611010300106640011000001","강남프라자","세종특별자치시 세종특별자치시 시청대로 127","339008","30151","","","",127.286080549014,36.479674107391
"MA010120220806464276","와이키즈세종센터","","P1","교육","P105","일반 교육","P10501","입시·교과학원","P85501","일반 교과학원","36","세종특별자치시","36110","세종특별자치시","36110550","고운동","3611011200","고운동","3611011200117200000","1","대지",1720,,"세종특별자치시 세종특별자치시 고운동 1720","361103258108","세종특별자치시 세종특별자치시 마음로",70,,"3611011200202350000000010","에셀프라자","세종특별자치시 세종특별자치시 마음로 70","339002","30063","","","",127.234390975216,36.5050462665942
"MA010120220808315224","아이스크림세계과자달시새롬점","","G2","소매","G204","종합 소매","G20404","슈퍼마켓","G47216","빵류; 과자류 및 당류 소매업","36","세종특별자치시","36110","세종특별자치시","36110515","새롬동","3611010800","새롬동","3611010800105990000","1","대지",599,,"세종특별자치시 세종특별자치시 새롬동 599","361103351293","세종특별자치시 세종특별자치시 새롬남로",17,,"3611010800200780000000001","새뜸마을메이저시티2단지","세종특별자치시 세종특별자치시 새롬남로 17","339009","30126","","","",127.248600396594,36.4839484612433
"MA010120220813038853","백합공인중개사사무소","","L1","부동산","L102","부동산 서비스","L10203","부동산 중개/대리업","L68221","부동산 중개 및 대리업","36","세종특별자치시","36110","세종특별자치시","36110350","장군면","3611035021","장군면","3611035021101540002","1","대지",154,2,"세종특별자치시 세종특별자치시 장군면 도계리 154-2","361103251037","세종특별자치시 세종특별자치시 장군면 장척로",410,,"4415035021101540002016312","","세종특별자치시 세종특별자치시 장군면 장척로 410","339913","30053","","","",127.206051519797,36.4974477616265
"MA010120220807800809","예빈헤어","대학로점","S2","수리·개인","S207","이용·미용","S20701","미용실","S96112","두발 미용업","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025032","조치원읍","3611025032103930015","1","대지",393,15,"세종특별자치시 세종특별자치시 조치원읍 신안리 393-15","361104574299","세종특별자치시 세종특별자치시 조치원읍 섭골길",34,,"3611025032103930015000001","","세종특별자치시 세종특별자치시 조치원읍 섭골길 34","339886","30016","","2","",127.289494585728,36.614297355084
"MA010120220803953566","이공일건축사사무소","","M1","과학·기술","M109","기술 서비스","M10901","건축 설계 및 관련 서비스업","M72111","건축 설계 및 관련 서비스업","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025034","조치원읍","3611025034101420005","1","대지",142,5,"세종특별자치시 세종특별자치시 조치원읍 서창리 142-5","361104574116","세종특별자치시 세종특별자치시 조치원읍 돌마루길",13,,"4473025034101420005041766","그린빌딩","세종특별자치시 세종특별자치시 조치원읍 돌마루길 13","339806","30018","","3","",127.290959990265,36.6056518702698
"MA010120220814302404","한글1획필기체문화원","","P1","교육","P107","교육 지원","P10799","기타 교육지원 서비스업","P85709","기타 교육지원 서비스업","36","세종특별자치시","36110","세종특별자치시","36110250","조치원읍","3611025032","조치원읍","3611025032103850006","1","대지",385,6,"세종특별자치시 세종특별자치시 조치원읍 신안리 385-6","361104574340","세종특별자치시 세종특별자치시 조치원읍 신안새동네길",26,9,"4473025032103850006034728","","세종특별자치시 세종특별자치시 조치원읍 신안새동네길 26-9","339886","30016","","","",127.291052105087,36.6152938237401
